-0.006542825,0.024334097
0.096858816,0.029563465
0.178646545,0.046180646
0.271851405,0.052901754
0.356117508,0.060378942
0.450087298,0.057018573
0.540449285,0.048665457
0.658532591,0.048374159
0.754730785,0.043165825
0.866284451,0.03265424
0.959179201,0.028523295
1.095391615,0.025577218
1.185821064,0.017048459
1.296664403,0.017951945
1.399288857,0.017070406
1.500245137,0.019673045
1.631489868,0.023945101
1.735883701,0.021153485
1.84188965,0.020326482
1.930351211,0.016195075
1.999314842,0.010339121
2.114542583,0.010916987
2.192746188,0.011478263
2.307265331,0.010182764
2.421530989,0.003676583
2.5195938,-2.03E-05
2.607400912,-0.00011409
2.686080551,0.002384427
2.847469312,0.000895238
2.952184724,-0.001126522
3.053210927,-0.004360162
3.150786942,-0.004451043
3.261706906,-0.010881274
3.34632785,-0.010698684
3.461413856,-0.01424697
3.571981632,-0.017632951
3.664018753,-0.022349056
3.76617063,-0.023124081
3.84492005,-0.026612557
3.93028028,-0.031688752
4.035734993,-0.032510215
4.139917326,-0.036462167
4.167472677,-0.040109981
4.247770315,-0.043612776
4.345154955,-0.047671225
4.475320189,-0.05001733
4.585411245,-0.053756094
4.681475674,-0.053881404
4.8010599,-0.055795877
4.931795307,-0.056423179
5.058436358,-0.056210264
5.215697721,-0.055975546
5.339947443,-0.056796943
5.416423999,-0.058808317
5.50707578,-0.06064377
5.606558601,-0.063103562
5.699708182,-0.063449866
5.756488541,-0.066785415
5.832215487,-0.066971082
5.953458454,-0.06633726
6.044587529,-0.072136876
6.171244907,-0.078472068
6.254014433,-0.084627555
6.387750327,-0.089055511
6.478085525,-0.090707734
6.593929721,-0.094803105
6.741146212,-0.096649566
6.845002419,-0.098499585
6.964867954,-0.097720407
7.097538722,-0.101288018
7.225060333,-0.103935527
7.317033476,-0.104788472
7.440379903,-0.104502012
7.504808741,-0.10390429
7.588987171,-0.105032015
7.721548378,-0.104906325
7.836671575,-0.10437925
7.928330712,-0.105059264
8.018596756,-0.106818076
8.116982468,-0.107648417
8.252634085,-0.103967891
8.348836484,-0.101812928
